ts,best_ask,best_bid,mid,spread_pct,vwap_ask5,vwap_bid5,vol_ask,vol_bid,imbalance,bcv
2026-08-10T00:39:38+00:00,863.0,950.0,906.5,-9.59735,863.0,862.551555,10011.83,488858.93,0.95986,
2026-08-10T02:58:25+00:00,859.0,900.0,879.5,-4.66174,861.756654,862.43794,27453.03,292516.87,0.8284,
2026-08-10T04:41:14+00:00,862.0,900.0,881.0,-4.31328,863.07665,860.978649,36589.58,174281.4,0.65297,
2026-08-10T06:02:10+00:00,862.999,900.0,881.4995,-4.19751,863.594641,860.45271,19483.05,152028.25,0.77281,
2026-08-10T07:58:31+00:00,863.0,900.0,881.5,-4.19739,863.357641,860.455048,36967.6,144566.14,0.59272,
2026-08-10T09:27:00+00:00,863.0,900.0,881.5,-4.19739,863.729985,860.144418,36810.65,198926.27,0.6877,
2026-08-10T10:43:28+00:00,860.99,900.0,880.495,-4.43046,861.021131,858.41971,56832.56,471384.61,0.78481,
2026-08-10T11:34:50+00:00,859.0,900.0,879.5,-4.66174,859.930186,861.171153,24792.11,558988.06,0.91506,
2026-08-10T12:27:46+00:00,860.0,900.0,880.0,-4.54545,860.492343,863.401733,4235.94,554296.28,0.98483,
2026-08-10T13:56:52+00:00,860.5,900.0,880.25,-4.48736,860.59896,864.987162,6100.72,432192.19,0.97216,
2026-08-10T14:57:13+00:00,861.0,900.0,880.5,-4.4293,862.018971,865.867737,1665.32,613750.05,0.99459,
