ts,best_ask,best_bid,mid,spread_pct,vwap_ask5,vwap_bid5,vol_ask,vol_bid,imbalance,bcv
2026-08-13T00:07:57+00:00,880.0,883.55,881.775,-0.4026,882.138532,883.403806,2627.59,753073.14,0.99305,
2026-08-13T02:43:55+00:00,885.0,886.51,885.755,-0.17048,885.227574,886.312817,4803.93,463052.83,0.97946,
2026-08-13T04:31:22+00:00,884.0,886.0,885.0,-0.22599,884.978489,884.181529,8429.19,276804.52,0.9409,
2026-08-13T06:01:23+00:00,885.9,886.0,885.95,-0.01129,885.97035,884.134401,3978.81,257932.97,0.96962,
2026-08-13T07:47:50+00:00,884.999,886.0,885.4995,-0.11304,885.911074,883.908691,5089.11,302622.96,0.96692,
2026-08-13T08:56:35+00:00,885.0,883.5,884.25,0.16964,885.887653,883.259553,3410.92,461711.19,0.98533,
2026-08-13T10:03:22+00:00,880.3,884.1,882.2,-0.43074,882.026335,883.674748,5720.01,305084.6,0.96319,
2026-08-13T11:08:12+00:00,885.0,884.8,884.9,0.0226,886.417506,884.696444,3140.75,295331.32,0.97895,
2026-08-13T11:57:12+00:00,885.2,885.51,885.355,-0.03501,885.711515,885.4588,2749.79,464820.95,0.98824,
2026-08-13T13:10:37+00:00,883.999,887.55,885.7745,-0.40089,884.410381,885.432411,4174.32,645395.35,0.98715,
2026-08-13T14:33:12+00:00,885.0,889.0,887.0,-0.45096,885.979851,888.176288,15838.01,546324.27,0.94365,
2026-08-13T15:32:47+00:00,885.0,889.0,887.0,-0.45096,885.069348,887.128369,28915.41,543061.17,0.89889,
2026-08-13T16:29:14+00:00,881.4,889.0,885.2,-0.85856,881.979239,883.683127,63721.87,136182.71,0.36248,
2026-08-13T17:31:04+00:00,882.0,889.0,885.5,-0.79051,882.0,883.32018,101231.2,381098.45,0.58024,
2026-08-13T18:29:48+00:00,881.0,891.757,886.3785,-1.21359,881.695454,885.479597,11597.77,895908.04,0.97444,
2026-08-13T19:36:47+00:00,885.0,893.1,889.05,-0.91108,885.986414,888.853245,32469.81,424311.51,0.85783,
2026-08-13T20:09:21+00:00,860.1,893.0,876.55,-3.75335,879.828452,889.658903,10194.86,765196.22,0.9737,
